OBJECTID,Tree ID,Tree Type,Genus,Species,Cultivar or Varietal,Common Name,Canopy Spread,Height,Latitude,Longitude
1,10146,DECIDUOUS,Quercus,bicolor,,Swamp White Oak,19,21,40.00910444,-105.2725292
2,10150,DECIDUOUS,Gymnocladus,dioicus,,Kentucky Coffeetree,31,47,40.00913593,-105.2727975
3,10041,DECIDUOUS,Quercus,rubra,,Northern Red Oak,65,102,40.00888767,-105.2748857
4,10042,DECIDUOUS,Quercus,rubra,,Northern Red Oak,42,54,40.00877507,-105.2749996
5,10051,DECIDUOUS,Crataegus,,,Hawthorne,18,20,40.00887024,-105.2754284
6,10052,DECIDUOUS,Gleditsia,triacanthos,,Honey Locust,34,68,40.0088399,-105.2753071
7,10055,DECIDUOUS,Sorbus,,,Mountain-ash,7,17,40.00894038,-105.2752206
8,10118,DECIDUOUS,Quercus,palustris,,Pin Oak,25,27,40.00895672,-105.2713972
9,10456,CONIFEROUS,Pseudotsuga,menziesii,,Douglas Fir,10,28,40.01003153,-105.275527
10,10285,DECIDUOUS,Acer,saccharinum,,Silver Maple,18,25,40.00961808,-105.2750125
11,10319,CONIFEROUS,Pseudotsuga,menziesii,,Douglas Fir,24,62,40.00959138,-105.2744772
12,10328,DECIDUOUS,Quercus,rubra,,Northern Red Oak,40,56,40.00969183,-105.275427
13,10329,DECIDUOUS,Tilia,americana,,American Linden,35,40,40.00979183,-105.275269
14,10345,DECIDUOUS,Gleditsia,triacanthos,,Honey Locust,40,45,40.01035936,-105.2753222
15,10348,DECIDUOUS,Prunus,,,Flowering fruit trees,16,30,40.0103547,-105.2750968
16,10458,CONIFEROUS,Pseudotsuga,menziesii,,Douglas Fir,10,20,40.01004684,-105.2755822
17,10464,CONIFEROUS,Pseudotsuga,menziesii,,Douglas Fir,25,40,40.00950967,-105.2757369
18,10467,CONIFEROUS,Pinus,nigra,,Austrian Pine,16,29,40.01032476,-105.2760597
19,10468,CONIFEROUS,Pinus,mugo,,Mugo Pine,7,5,40.0102291,-105.2760614
20,10472,CONIFEROUS,Pinus,ponderosa,,Ponderosa Pine,16,30,40.0103109,-105.2759547
21,10479,CONIFEROUS,Pinus,ponderosa,,Ponderosa Pine,15,60,40.01030592,-105.2757596
22,10480,CONIFEROUS,Pinus,ponderosa,,Ponderosa Pine,15,50,40.01032389,-105.275713
23,10750,DECIDUOUS,Fraxinus,americana,,White Ash,15,30,40.009399,-105.2742956
24,10762,DECIDUOUS,Fraxinus,pennsylvanica,,Green Ash,20,30,40.00977326,-105.2762282
25,10763,DECIDUOUS,Fraxinus,pennsylvanica,,Green Ash,20,30,40.00966799,-105.2761499
26,10771,DECIDUOUS,Fraxinus,pennsylvanica,,Green Ash,30,35,40.00835502,-105.2739823
27,10776,DECIDUOUS,Fraxinus,americana,,White Ash,15,30,40.01017593,-105.2742952
28,10777,DECIDUOUS,Fraxinus,americana,,White Ash,15,30,40.0101509,-105.2742503
29,10787,DECIDUOUS,Fraxinus,americana,,White Ash,12,35,40.01003371,-105.2740349
30,10796,DECIDUOUS,Fraxinus,americana,,White Ash,15,40,40.00999893,-105.2738593
31,10799,DECIDUOUS,Fraxinus,americana,,White Ash,15,35,40.0100355,-105.2737477
32,10802,DECIDUOUS,Fraxinus,americana,,White Ash,15,35,40.01002627,-105.2735994
33,11185,DECIDUOUS,Ulmus,americana,,American Elm,30,85,40.00775512,-105.2723714
34,11679,CONIFEROUS,Picea,pungens,,Blue Spruce,16,55,40.00915054,-105.2737074
35,14154,DECIDUOUS,Syringa,reticulata,,Japanese tree lilac,6,6,40.00986233,-105.2760194
36,14155,DECIDUOUS,Cercis,canadensis,,Redbud,6,6,40.00984074,-105.2755459
37,12342,CONIFEROUS,Pseudotsuga,menziesii,,Douglas Fir,20,65,40.01030714,-105.2725214
38,12415,CONIFEROUS,Juniperus,,,Juniper,16,44,40.00963388,-105.2725169
39,12421,CONIFEROUS,Picea,pungens,,Blue Spruce,16,50,40.00973208,-105.2733052
40,12424,CONIFEROUS,Pinus,ponderosa,,Ponderosa Pine,32,60,40.00986978,-105.2722732
41,12425,CONIFEROUS,Pinus,ponderosa,,Ponderosa Pine,25,50,40.00992271,-105.2722884
42,12467,DECIDUOUS,Quercus,rubra,,Northern Red Oak,30,65,40.00891451,-105.2731733
43,12472,DECIDUOUS,Acer,platanoides,,Norway Maple,40,28,40.00845442,-105.2729688
44,12474,DECIDUOUS,Quercus,bicolor,,Weeping Swamp White Oak,25,30,40.00833308,-105.2735826
45,12475,DECIDUOUS,Tilia,americana,,American Linden,20,30,40.00820831,-105.2731262
46,12479,DECIDUOUS,Ulmus,americana,,American Elm,60,76,40.00796755,-105.2728904
47,12485,DECIDUOUS,Quercus,macrocarpa,,Bur Oak,15,20,40.00807546,-105.2730072
48,12493,DECIDUOUS,Quercus,robur,,English Oak,10,24,40.00787329,-105.2733476
49,12538,CONIFEROUS,Picea,pungens,,Blue Spruce,20,65,40.00847666,-105.2738914
50,12545,CONIFEROUS,Picea,pungens,,Blue Spruce,24,60,40.00812933,-105.2730364
51,12614,CONIFEROUS,Juniperus,,,Juniper,15,35,40.00828824,-105.2740574
52,12390,DECIDUOUS,Celtis,occidentalis,,Common Hackberry,20,45,40.010254,-105.2722569
53,12391,DECIDUOUS,Celtis,occidentalis,,Common Hackberry,40,60,40.01027594,-105.2722126
54,12393,DECIDUOUS,Ulmus,americana,,American Elm,30,40,40.01031071,-105.272616
55,12898,CONIFEROUS,Juniperus,,,Juniper,16,35,40.00909082,-105.2734609
56,12901,CONIFEROUS,Juniperus,,,Juniper,10,30,40.00929782,-105.2734919
57,12923,DECIDUOUS,Ulmus,americana,,American Elm,20,16,40.00994091,-105.2738825
58,12679,DECIDUOUS,Fagus,,,Beech,20,25,40.0081048,-105.2746434
59,12681,DECIDUOUS,Koelreuteria,,,Golden Rain Tree,15,30,40.00818427,-105.2747024
60,12752,DECIDUOUS,Acer,rubrum,,Red Maple,20,30,40.0092726,-105.2708834
61,12789,DECIDUOUS,Quercus,robur,,English Oak,30,35,40.00928718,-105.2713947
62,12805,DECIDUOUS,Catalpa,speciosa,,Western Catalpa,35,61,40.00923169,-105.2739572
63,12824,CONIFEROUS,Pinus,ponderosa,,Ponderosa Pine,25,54,40.00829875,-105.2713461
64,12942,DECIDUOUS,Prunus,,,Flowering fruit trees,8,20,40.01004792,-105.2748237
65,12942,DECIDUOUS,Prunus,,,Flowering fruit trees,8,20,40.01005207,-105.2748282
66,12953,DECIDUOUS,Rhamnus,,,Buckthorn,8,12,40.00989656,-105.2748945
67,12962,CONIFEROUS,Picea,pungens,,Blue Spruce,16,40,40.00709296,-105.2728093
68,12966,CONIFEROUS,Abies,concolor,,White Fir,6,10,40.00968067,-105.2739713
69,12969,CONIFEROUS,Juniperus,,,Juniper,10,25,40.00960249,-105.2740947
70,12972,CONIFEROUS,Juniperus,,,Juniper,10,30,40.00992066,-105.273691
71,13216,CONIFEROUS,Pseudotsuga,menziesii,,Douglas Fir,12,30,40.00847436,-105.2752997
72,13229,CONIFEROUS,Picea,pungens,,Blue Spruce,8,35,40.00990088,-105.2762624
73,12976,CONIFEROUS,Juniperus,,,Juniper,16,25,40.00952921,-105.2733925
74,12993,DECIDUOUS,Rhamnus,cathartica,,Buckthorn,8,12,40.00740665,-105.2726831
75,13004,DECIDUOUS,Cercis,canadensis,,Redbud,12,24,40.00747921,-105.2726409
76,13008,DECIDUOUS,Rhamnus,,,Buckthorn,8,12,40.00714774,-105.2729186
77,13011,DECIDUOUS,Rhamnus,,,Buckthorn,8,12,40.00708506,-105.2729232
78,13019,DECIDUOUS,Acer,saccharinum,,Silver Maple,30,40,40.00948727,-105.2740096
79,13433,DECIDUOUS,Acer,platanoides,,Norway Maple,30,45,40.008496,-105.2745297
80,13438,DECIDUOUS,Robinia,,,Locust,25,50,40.00853913,-105.2748299
81,13441,DECIDUOUS,Castanea,,,American Chestnut,15,30,40.00872321,-105.2748855
82,13449,DECIDUOUS,Quercus,rubra,,Northern Red Oak,20,50,40.00886687,-105.2747493
83,13453,DECIDUOUS,Fraxinus,pennsylvanica,,Green Ash,30,40,40.00885565,-105.2747881
84,13454,DECIDUOUS,Populus,tremuloides,,Aspen,10,4,40.00885314,-105.2745104
85,13458,CONIFEROUS,Picea,pungens,,Blue Spruce,30,45,40.00843395,-105.2744883
86,13466,CONIFEROUS,Pseudotsuga,menziesii,,Douglas Fir,20,50,40.00875337,-105.2744927
87,13469,CONIFEROUS,Picea,pungens,,Blue Spruce,20,60,40.00882264,-105.2744251
88,13470,CONIFEROUS,Picea,pungens,,Blue Spruce,15,45,40.00885663,-105.274359
89,13471,CONIFEROUS,Picea,pungens,,Blue Spruce,15,30,40.00889677,-105.2743738
90,13481,CONIFEROUS,Taxodium,,,Bald Cypress,20,40,40.0087781,-105.274628
91,13306,DECIDUOUS,Rhamnus,,,Buckthorn,8,12,40.00817646,-105.275106
92,13699,DECIDUOUS,Acer,saccharum,,Sugar Maple,4,8,40.00807764,-105.2725316
93,13798,DECIDUOUS,Fraxinus,,,Ash,12,0,40.01006775,-105.2732879
94,13806,DECIDUOUS,Gleditsia,triacanthos,,Honey Locust,15,30,40.0099389,-105.2732959
95,13825,DECIDUOUS,Crataegus,mollis,,Downy Hawthorn,6,12,40.01036046,-105.2732605
96,10148,DECIDUOUS,Quercus,rubra,,Northern Red Oak,25,36,40.00936978,-105.2724634
97,10019,CONIFEROUS,Picea,pungens,,Blue Spruce,24,28,40.00890334,-105.2743172
98,10034,DECIDUOUS,Catalpa,,,Catalpa,11,40,40.00893921,-105.2738912
99,10035,DECIDUOUS,Quercus,rubra,,Northern Red Oak,37,64,40.00874625,-105.2743363
100,10057,DECIDUOUS,Gleditsia,triacanthos,,Honey Locust,20,45,40.00896259,-105.2751339
101,10058,DECIDUOUS,Quercus,palustris,,Pin Oak,32,74,40.00903268,-105.275058
102,10112,CONIFEROUS,Pinus,strobus,,Eastern White Pine,32,55,40.00933534,-105.2725896
103,10113,CONIFEROUS,Pinus,ponderosa,,Ponderosa Pine,15,37,40.00930873,-105.2729914
104,10122,DECIDUOUS,Quercus,macrocarpa,,Bur Oak,30,41,40.0084635,-105.2718379
105,10127,DECIDUOUS,Fraxinus,americana,,White Ash,32,38,40.00851066,-105.2726376
106,10133,DECIDUOUS,Acer,saccharum,,Sugar Maple,20,28,40.00884845,-105.2725864
107,10140,DECIDUOUS,Acer,saccharinum,,Silver Maple,40,92,40.00907207,-105.2725929
108,10141,DECIDUOUS,Acer,saccharinum,,Silver Maple,40,89,40.00907474,-105.2726974
109,10281,DECIDUOUS,Quercus,rubra,,Northern Red Oak,30,42,40.00954381,-105.2748896
110,10289,DECIDUOUS,Acer,saccharum,,Sugar Maple,24,27,40.0098037,-105.2750339
111,10327,DECIDUOUS,Quercus,rubra,,Northern Red Oak,20,30,40.00993895,-105.2754564
112,10331,DECIDUOUS,Acer,rubrum,,Red Maple,35,36,40.00994639,-105.27524
113,10339,DECIDUOUS,Acer,platanoides,,Norway Maple,40,45,40.01028369,-105.2755597
114,10341,DECIDUOUS,Malus,,,Apple,16,30,40.01027753,-105.275511
115,10343,DECIDUOUS,Prunus,,,Flowering fruit trees,20,46,40.01027616,-105.2753224
116,10463,CONIFEROUS,Pseudotsuga,menziesii,,Douglas Fir,25,56,40.00951465,-105.2757698
117,10471,CONIFEROUS,Pinus,nigra,,Austrian Pine,16,30,40.01030799,-105.2758599
118,10734,DECIDUOUS,Fraxinus,americana,,White Ash,35,84,40.00903846,-105.2735925
119,10746,DECIDUOUS,Fraxinus,americana,,White Ash,15,30,40.0096504,-105.2744232
120,10749,DECIDUOUS,Fraxinus,americana,,White Ash,15,30,40.00941492,-105.274279
121,10752,DECIDUOUS,Fraxinus,americana,,White Ash,15,30,40.00944042,-105.2743351
122,10782,DECIDUOUS,Fraxinus,americana,,White Ash,40,65,40.01005829,-105.2743937
123,10788,DECIDUOUS,Fraxinus,americana,,White Ash,12,30,40.01014119,-105.2739437
124,10801,DECIDUOUS,Fraxinus,americana,,White Ash,15,35,40.01000158,-105.2737961
125,10803,DECIDUOUS,Fraxinus,americana,,White Ash,15,35,40.01006235,-105.2735759
126,11193,DECIDUOUS,Syringa,,,Tree Lilac,15,19,40.00807611,-105.2722326
127,11196,DECIDUOUS,Rhamnus,,,Buckthorn,12,15,40.0081816,-105.2722721
128,11199,DECIDUOUS,Quercus,bicolor,,Swamp White Oak,9,17,40.0082989,-105.2725096
129,11211,CONIFEROUS,Pinus,nigra,,Austrian Pine,17,45,40.00832581,-105.2722404
130,11416,DECIDUOUS,Fraxinus,americana,,White Ash,32,38,40.00851724,-105.2728349
131,11673,CONIFEROUS,Picea,pungens,,Blue Spruce,16,30,40.00902692,-105.2719714
132,11675,CONIFEROUS,Taxodium,,,Bald Cypress,12,22,40.0090453,-105.271855
133,11660,DECIDUOUS,Fraxinus,americana,,White Ash,35,60,40.01022083,-105.2748442
134,12332,CONIFEROUS,Pinus,ponderosa,,Ponderosa Pine,25,50,40.00994811,-105.2723805
135,12340,CONIFEROUS,Juniperus,,,Juniper,10,25,40.01033122,-105.2723156
136,12416,CONIFEROUS,Picea,pungens,,Blue Spruce,16,45,40.00966657,-105.2724697
137,12465,DECIDUOUS,Quercus,macrocarpa,,Bur Oak,8,18,40.00893141,-105.2728444
138,12478,DECIDUOUS,Quercus,rubra,,Northern Red Oak,33,30,40.00835893,-105.2728628
139,12483,DECIDUOUS,Celtis,occidentalis,,Common Hackberry,25,45,40.00816906,-105.2727887
140,12491,DECIDUOUS,Quercus,robur,,English Oak,10,40,40.00787247,-105.2734444
141,12494,DECIDUOUS,Quercus,robur,,English Oak,15,45,40.00787305,-105.2733079
142,12541,CONIFEROUS,Thuja,,,Arborvitae,10,20,40.00825208,-105.2734993
143,12544,CONIFEROUS,Abies,concolor,,White Fir,24,45,40.00819932,-105.2730477
144,12547,CONIFEROUS,Picea,pungens,,Blue Spruce,24,45,40.008152,-105.2730947
145,12379,DECIDUOUS,Acer,rubrum,,Red Maple,30,40,40.00951411,-105.2732592
146,12395,DECIDUOUS,Populus,deltoides,,Eastern Cotton Wood,45,70,40.01006089,-105.2731596
147,12414,CONIFEROUS,Picea,pungens,,Blue Spruce,8,38,40.0096655,-105.2721083
148,12899,CONIFEROUS,Picea,pungens,,Blue Spruce,24,58,40.00931456,-105.2731395
149,12908,DECIDUOUS,Populus,,,Poplar,18,50,40.00957852,-105.274425
150,12912,DECIDUOUS,Prunus,,,Flowering fruit trees,16,25,40.0089623,-105.2741147
151,12913,DECIDUOUS,Cercis,canadensis,,Redbud,16,30,40.00906097,-105.2742152
152,12929,DECIDUOUS,Crataegus,crusgalli,,Cockspur Hawthorn,10,10,40.01020518,-105.2748804
153,12934,DECIDUOUS,Ulmus,americana,,American Elm,40,65,40.01035315,-105.2749046
154,12725,CONIFEROUS,Pinus,ponderosa,,Ponderosa Pine,30,50,40.00810352,-105.2744677
155,12731,CONIFEROUS,Juniperus,,,Juniper,18,35,40.00830406,-105.2743406
156,12791,DECIDUOUS,Malus,,,Apple,7,7,40.00905961,-105.2714777
157,12799,DECIDUOUS,Acer,rubrum,,Red Maple,16,24,40.00902404,-105.2741008
158,12848,CONIFEROUS,Juniperus,,,Juniper,18,35,40.00773728,-105.2726454
159,12946,DECIDUOUS,Prunus,,,Flowering fruit trees,6,10,40.01000629,-105.2748178
160,12960,CONIFEROUS,Picea,pungens,,Blue Spruce,18,40,40.00715453,-105.2726231
161,12977,CONIFEROUS,Thuja,,,Arborvitae,8,12,40.00929869,-105.2740137
162,12981,CONIFEROUS,Pseudotsuga,menziesii,,Douglas Fir,18,61,40.00951058,-105.2741272
163,12985,CONIFEROUS,Juniperus,,,Juniper,15,20,40.00926905,-105.2742791
164,12992,DECIDUOUS,Rhamnus,,,Buckthorn,8,12,40.00738939,-105.2725226
165,13034,CONIFEROUS,Picea,pungens,,Blue Spruce,12,40,40.00973326,-105.2744248
166,13429,DECIDUOUS,Fagus,,,European Beech,16,30,40.00850048,-105.2743399
167,13434,DECIDUOUS,Salix,,,Black Willow,40,75,40.00860347,-105.2746973
168,13455,DECIDUOUS,Populus,tremuloides,,Aspen,4,8,40.00883585,-105.2745516
169,13456,DECIDUOUS,Gleditsia,triacanthos,,Honey Locust,15,40,40.00895436,-105.2744064
170,13467,CONIFEROUS,Juniperus,,,Juniper,15,30,40.00877423,-105.2744362
171,13468,CONIFEROUS,Juniperus,,,Juniper,15,30,40.00878089,-105.2744656
172,13474,CONIFEROUS,Juniperus,,,Juniper,15,20,40.00842814,-105.2747306
173,13309,DECIDUOUS,Gleditsia,triacanthos,,Honey Locust,25,35,40.00907107,-105.2756646
174,13547,CONIFEROUS,Picea,pungens,,Blue Spruce,4,9,40.00914763,-105.2712378
175,13799,DECIDUOUS,Fraxinus,,,Ash,12,0,40.01008018,-105.2732835
176,13808,DECIDUOUS,Fraxinus,,,Ash,12,0,40.00997352,-105.2732212
177,13818,DECIDUOUS,Crataegus,mollis,,Downy Hawthorn,3,10,40.01018735,-105.2732017
178,13820,DECIDUOUS,Crataegus,mollis,,Downy Hawthorn,15,20,40.01028235,-105.2731543
179,13824,DECIDUOUS,Crataegus,mollis,,Downy Hawthorn,6,12,40.01034945,-105.2732235
180,13834,DECIDUOUS,Crataegus,,,Hawthorne,15,20,40.01031834,-105.2743236
181,15603,CONIFEROUS,Picea,omorika,,Serbian spruce,4,6,40.0089392,-105.2742818
182,15644,DECIDUOUS,Acer,platanoides,Pacific Sunset,Norway maple 'Pacific Sunset',3,8,40.00973489,-105.2746417
183,10013,CONIFEROUS,Picea,pungens,,Blue Spruce,19,30,40.00887285,-105.2741052
184,10047,DECIDUOUS,Betula,,,Birch,31,29,40.00878729,-105.2754761
185,10062,DECIDUOUS,Catalpa,speciosa,,Western Catalpa,7,15,40.00905517,-105.2754404
186,10065,CONIFEROUS,Pinus,ponderosa,,Ponderosa Pine,32,69,40.0090969,-105.2751946
187,10114,CONIFEROUS,Pinus,monticola,,Western White Pine,33,57,40.00927316,-105.2730234
188,10136,DECIDUOUS,Quercus,alba,,White Oak,5,8,40.00893887,-105.2719463
189,10242,CONIFEROUS,Pseudotsuga,menziesii,,Douglas Fir,12,48,40.00950236,-105.2752401
190,10286,DECIDUOUS,Acer,saccharinum,,Silver Maple,45,56,40.00964479,-105.2750387
191,10316,CONIFEROUS,Pinus,nigra,,Austrian Pine,25,39,40.00951333,-105.2746085
192,10318,CONIFEROUS,Pinus,nigra,,Austrian Pine,25,54,40.00966713,-105.2745859
193,10322,DECIDUOUS,Crataegus,,,Hawthorne,24,35,40.01009242,-105.2758011
194,10325,DECIDUOUS,Acer,saccharinum,,Silver Maple,35,48,40.0100786,-105.2757509
195,10334,DECIDUOUS,Acer,saccharinum,,Silver Maple,40,60,40.00961608,-105.2758548
196,10346,DECIDUOUS,Prunus,,,Flowering fruit trees,16,42,40.01024523,-105.2752059
197,10357,DECIDUOUS,Acer,platanoides,,Norway Maple,30,34,40.01001935,-105.2750102
198,10460,CONIFEROUS,Picea,pungens,,Blue Spruce,16,41,40.00966825,-105.2755382
199,10473,CONIFEROUS,Juniperus,,,Juniper,16,24,40.01027444,-105.2759796
200,10474,CONIFEROUS,Picea,pungens,,Blue Spruce,16,24,40.01032725,-105.2759235
201,10475,CONIFEROUS,Pinus,ponderosa,,Ponderosa Pine,15,66,40.01031386,-105.2758233
202,10477,CONIFEROUS,Pinus,ponderosa,,Ponderosa Pine,15,60,40.01028111,-105.2757959
203,10727,DECIDUOUS,Fraxinus,americana,,White Ash,20,35,40.00905505,-105.2745475
204,10733,DECIDUOUS,Fraxinus,americana,,White Ash,25,50,40.00910648,-105.2742685
205,10744,DECIDUOUS,Fraxinus,americana,,White Ash,20,50,40.00935528,-105.2742243
206,10753,DECIDUOUS,Fraxinus,americana,,White Ash,15,30,40.00941602,-105.2743226
207,10758,DECIDUOUS,Fraxinus,americana,,White Ash,18,30,40.00974216,-105.2739165
208,10804,DECIDUOUS,Fraxinus,americana,,White Ash,15,35,40.01007221,-105.2735917
209,11190,DECIDUOUS,Acer,saccharum,,Sugar Maple,27,39,40.00807397,-105.2724472
210,11200,DECIDUOUS,Quercus,coccinea,,Scarlet Oak,16,30,40.00834553,-105.2726306
211,11212,CONIFEROUS,Picea,pungens,,Blue Spruce,13,46,40.00834219,-105.272293
212,11671,DECIDUOUS,Celtis,occidentalis,,Common Hackberry,25,45,40.00916457,-105.2738252
213,11626,DECIDUOUS,Fraxinus,pennsylvanica,,Green Ash,22,50,40.00916518,-105.2744005
214,14138,DECIDUOUS,Hydrangea,paniculata,Grandiflora,Panicle hydrangea,6,0,40.01003978,-105.2759531
215,14153,DECIDUOUS,Pyrus,,,Pear,6,6,40.01002545,-105.2757611
216,12373,DECIDUOUS,Quercus,coccinea,,Scarlet Oak,45,68,40.00950969,-105.2729315
217,12375,DECIDUOUS,Cercis,canadensis,,Redbud,20,30,40.00965439,-105.2731201
218,12337,CONIFEROUS,Pinus,flexilis,,Limber Pine,20,63,40.0103221,-105.2721205
219,12339,CONIFEROUS,Juniperus,,,Juniper,20,35,40.01027595,-105.2723327
220,12473,DECIDUOUS,Populus,deltoides,,Eastern Cotton Wood,50,65,40.00874267,-105.2731004
221,12484,DECIDUOUS,Celtis,occidentalis,,Common Hackberry,35,35,40.00798889,-105.2730601
222,12492,DECIDUOUS,Quercus,robur,,English Oak,10,24,40.00787166,-105.2733782
223,12497,DECIDUOUS,Malus,,,Apple,4,7,40.00806268,-105.274136
224,12616,CONIFEROUS,Picea,pungens,,Blue Spruce,8,20,40.00824703,-105.2740927
225,12619,CONIFEROUS,Larix,,,Larch,36,52,40.0083466,-105.2749871
226,12620,CONIFEROUS,Pseudotsuga,menziesii,,Douglas fir,12,50,40.00840935,-105.2748772
227,12385,DECIDUOUS,Crataegus,mollis,,Downy Hawthorn,10,22,40.00997224,-105.2721156
228,12399,DECIDUOUS,Celtis,occidentalis,,Common Hackberry,12,24,40.01012399,-105.2730934
229,12903,CONIFEROUS,Abies,concolor,,White Fir,8,20,40.00930434,-105.2736219
230,12906,CONIFEROUS,Pinus,ponderosa,,Ponderosa Pine,30,47,40.00930383,-105.2757187
231,12915,DECIDUOUS,Acer,negundo,,Boxelder Maple,25,40,40.00902238,-105.2744348
232,12920,DECIDUOUS,Rhamnus,,,Buckthorn,8,12,40.01008056,-105.2745841
233,12922,CONIFEROUS,Xanthocyparis,nootkatensis,,Nootka Cypress,16,20,40.00995516,-105.2739876
234,12930,DECIDUOUS,Crataegus,crusgalli,,Cockspur Hawthorn,10,10,40.01021487,-105.2748602
235,12722,CONIFEROUS,Picea,pungens,,Blue Spruce,16,45,40.00805488,-105.2747423
236,12723,CONIFEROUS,Picea,pungens,,Blue Spruce,16,35,40.00808001,-105.2747114
237,12727,CONIFEROUS,Picea,pungens,,Blue Spruce,20,60,40.00808182,-105.2745325
238,12793,DECIDUOUS,Crataegus,mollis,,Downy Hawthorn,30,46,40.00916906,-105.2721714
239,12796,DECIDUOUS,Acer,saccharinum,,Silver Maple,58,85,40.0090205,-105.2722007
240,12797,DECIDUOUS,Acer,pseudoplatanus,,Sycamore Maple,16,22,40.0090422,-105.2722657
241,12815,DECIDUOUS,Quercus,alba,,White Oak,40,63,40.00931723,-105.2756707
242,12858,CONIFEROUS,Thuja,,,Arborvitae,14,30,40.00919211,-105.2711325
243,12888,CONIFEROUS,Picea,pungens,,Blue Spruce,18,30,40.00918169,-105.271403
244,12891,CONIFEROUS,Picea,pungens,,Blue Spruce,12,20,40.00901951,-105.2714277
245,12897,CONIFEROUS,Juniperus,,,Juniper,12,30,40.00907886,-105.2736246
246,12949,DECIDUOUS,Rhamnus,,,Buckthorn,8,12,40.00991752,-105.2748957
247,12967,CONIFEROUS,Juniperus,,,Juniper,10,35,40.00964145,-105.2740006
248,12968,CONIFEROUS,Juniperus,,,Juniper,10,20,40.00967496,-105.2739362
249,13166,DECIDUOUS,Acer,saccharinum,,Silver Maple,40,63,40.00972967,-105.2755487
250,13003,DECIDUOUS,Cercis,canadensis,,Redbud,12,24,40.00749563,-105.2726005
251,13008,DECIDUOUS,Rhamnus,,,Buckthorn,8,12,40.00714621,-105.2729251
252,13026,DECIDUOUS,Tilia,americana,,American Linden,25,45,40.009748,-105.2734142
253,13027,DECIDUOUS,Populus,,,Poplar,18,40,40.00951536,-105.2743826
254,13031,CONIFEROUS,Picea,pungens,,Blue Spruce,16,35,40.0090153,-105.2743357
255,13033,CONIFEROUS,Larix,,,Larch,4,6,40.00909556,-105.2742938
256,13036,CONIFEROUS,Abies,concolor,,White Fir,8,30,40.01019404,-105.2747486
257,13428,DECIDUOUS,Gleditsia,triacanthos,,Honey Locust,25,35,40.00842234,-105.2741818
258,13436,DECIDUOUS,Ulmus,americana,,American Elm,30,50,40.00840954,-105.274683
259,13437,DECIDUOUS,Ailanthus,,,Tree of Heaven,20,40,40.00850054,-105.2748066
260,13439,DECIDUOUS,Rhamnus,,,Buckthorn,10,20,40.00857305,-105.2747986
261,13445,DECIDUOUS,Acer,palmatum,,Japanese Maple,3,5,40.00873644,-105.2746358
262,13457,DECIDUOUS,Gleditsia,triacanthos,,Honey Locust,30,45,40.00895384,-105.2741637
263,13476,CONIFEROUS,Pinus,mugo,,Mugo Pine,20,51,40.00831294,-105.2747112
264,13482,CONIFEROUS,Picea,pungens,,Blue Spruce,20,50,40.00890026,-105.2745181
265,13307,DECIDUOUS,Malus,,,Apple,20,30,40.00844637,-105.275321
266,13811,DECIDUOUS,Fraxinus,,,Ash,12,0,40.00991463,-105.2732037
267,13828,DECIDUOUS,Rhamnus,,,Buckthorn,15,15,40.01035207,-105.2737232
268,15604,CONIFEROUS,Abies,concolor,,White Fir,4,6,40.00828795,-105.2732333
269,10144,DECIDUOUS,Malus,,,Apple,18,20,40.00914635,-105.2725727
270,10151,DECIDUOUS,Paulownia,,,Empress Tree,11,9,40.00912492,-105.2728804
271,10016,CONIFEROUS,Picea,pungens,,Blue Spruce,8,18,40.00881728,-105.2742443
272,10018,CONIFEROUS,Picea,pungens,,Blue Spruce,6,13,40.00885621,-105.2742764
273,10036,DECIDUOUS,Ulmus,americana,,American Elm,53,65,40.00858132,-105.2743693
274,10044,DECIDUOUS,Acer,,,Maple,5,17,40.00872689,-105.2752503
275,10046,DECIDUOUS,Ulmus,americana,,American Elm,40,68,40.00854903,-105.2751347
276,10059,DECIDUOUS,Castanea,sativa,,European chestnut,15,21,40.00890301,-105.2750648
277,10061,DECIDUOUS,Quercus,,"""Heritage""  Bur\English hybrid",Oak 'Heritage',7,16,40.00898653,-105.2753593
278,10111,CONIFEROUS,Picea,pungens,,Blue Spruce,10,38,40.00845318,-105.2723395
279,10128,DECIDUOUS,Acer,saccharinum,,Silver Maple,34,67,40.00879792,-105.2727195
280,10138,DECIDUOUS,Quercus,palustris,,Pin Oak,27,47,40.00918875,-105.2726963
281,10282,DECIDUOUS,Quercus,rubra,,Northern Red Oak,35,45,40.00975964,-105.2749031
282,10283,DECIDUOUS,Gymnocladus,dioicus,,Kentucky Coffeetree,35,51,40.00954999,-105.2751721
283,10291,DECIDUOUS,Quercus,bicolor,,Swamp White Oak,35,60,40.0094753,-105.2755978
284,10356,DECIDUOUS,Acer,saccharum,,Sugar Maple,12,20,40.00999295,-105.2751757
285,10360,DECIDUOUS,Acer,saccharinum,,Silver Maple,30,35,40.01028585,-105.2749089
286,10469,CONIFEROUS,Pinus,ponderosa,,Ponderosa Pine,20,62,40.01024958,-105.2756707
287,10736,DECIDUOUS,Fraxinus,pennsylvanica,,Green Ash,25,35,40.00949791,-105.2734715
288,10748,DECIDUOUS,Fraxinus,americana,,White Ash,15,30,40.00960489,-105.2744646
